9/8/16,17:30,Carolina,Denver
9/11/16,10:00,Green Bay,Jacksonville
9/11/16,10:00,Buffalo,Baltimore
9/11/16,10:00,Chicago,Houston
9/11/16,10:00,Cleveland,Philadelphia
9/11/16,10:00,Tampa Bay,Atlanta
9/11/16,10:00,Minnesota,Tennessee
9/11/16,10:00,Cincinnati,NYJETS
9/11/16,10:00,Oakland,New Orleans
9/11/16,10:00,San Diego,Kansas City
9/11/16,13:05,Miami,Seattle
9/11/16,13:25,Detroit,Indianapolis
9/11/16,13:25,NYGIANTS,Dallas
9/11/16,17:30,New England,Arizona
9/12/16,16:10,Pittsburgh,Washington
9/12/16,19:20,Los Angeles,San Francisco
9/15/16,17:25,NYJETS,Buffalo
9/18/16,10:00,Cincinnati,Pittsburgh
9/18/16,10:00,Tennessee,Detroit
9/18/16,10:00,Baltimore,Cleveland
9/18/16,10:00,Dallas,Washington
9/18/16,10:00,New Orleans,NYGIANTS
9/18/16,10:00,San Francisco,Carolina
9/18/16,10:00,Miami,New England
9/18/16,10:00,Kansas City,Houston
9/18/16,13:05,Seattle,Los Angeles
9/18/16,13:05,Tampa Bay,Arizona
9/18/16,13:25,Jacksonville,San Diego
9/18/16,13:25,Atlanta,Oakland
9/18/16,13:25,Indianapolis,Denver
9/18/16,17:30,Green Bay,Minnesota
9/19/16,17:30,Philadelphia,Chicago
9/22/16,17:25,Houston,New England
9/25/16,10:00,Arizona,Buffalo
9/25/16,10:00,Oakland,Tennessee
9/25/16,10:00,Cleveland,Miami
9/25/16,10:00,Baltimore,Jacksonville
9/25/16,10:00,Detroit,Green Bay
9/25/16,10:00,Denver,Cincinnati
9/25/16,10:00,Minnesota,Carolina
9/25/16,10:00,Washington,NYGIANTS
9/25/16,13:05,Los Angeles,Tampa Bay
9/25/16,13:05,San Francisco,Seattle
9/25/16,13:25,NYJETS,Kansas City
9/25/16,13:25,San Diego,Indianapolis
9/25/16,13:25,Pittsburgh,Philadelphia
9/25/16,17:30,Chicago,Dallas
9/26/16,17:30,Atlanta,New Orleans
9/29/16,17:25,Miami,Cincinnati
10/2/16,6:30,Indianapolis,Jacksonville
10/2/16,10:00,Tennessee,Houston
10/2/16,10:00,Cleveland,Washington
10/2/16,10:00,Seattle,NYJETS
10/2/16,10:00,Buffalo,New England
10/2/16,10:00,Carolina,Atlanta
10/2/16,10:00,Oakland,Baltimore
10/2/16,10:00,Detroit,Chicago
10/2/16,13:05,Denver,Tampa Bay
10/2/16,13:25,Los Angeles,Arizona
10/2/16,13:25,New Orleans,San Diego
10/2/16,13:25,Dallas,San Francisco
10/2/16,17:30,Kansas City,Pittsburgh
10/3/16,17:30,NYGIANTS,Minnesota
10/6/16,17:25,Arizona,San Francisco
10/9/16,10:00,New England,Cleveland
10/9/16,10:00,Philadelphia,Detroit
10/9/16,10:00,Chicago,Indianapolis
10/9/16,10:00,Tennessee,Miami
10/9/16,10:00,Washington,Baltimore
10/9/16,10:00,Houston,Minnesota
10/9/16,10:00,NYJETS,Pittsburgh
10/9/16,13:05,Atlanta,Denver
10/9/16,13:25,Cincinnati,Dallas
10/9/16,13:25,Buffalo,Los Angeles
10/9/16,13:25,San Diego,Oakland
10/9/16,17:30,NYGIANTS,Green Bay
10/10/16,17:30,Tampa Bay,Carolina
10/13/16,17:25,Denver,San Diego
10/16/16,10:00,San Francisco,Buffalo
10/16/16,10:00,Philadelphia,Washington
10/16/16,10:00,Cleveland,Tennessee
10/16/16,10:00,Baltimore,NYGIANTS
10/16/16,10:00,Carolina,New Orleans
10/16/16,10:00,Jacksonville,Chicago
10/16/16,10:00,Los Angeles,Detroit
10/16/16,10:00,Pittsburgh,Miami
10/16/16,10:00,Cincinnati,New England
10/16/16,13:05,Kansas City,Oakland
10/16/16,13:25,Atlanta,Seattle
10/16/16,13:25,Dallas,Green Bay
10/16/16,17:30,Indianapolis,Houston
10/17/16,17:30,NYJETS,Arizona
10/20/16,17:25,Chicago,Green Bay
10/23/16,6:30,NYGIANTS,Los Angeles
10/23/16,10:00,New Orleans,Kansas City
10/23/16,10:00,Indianapolis,Tennessee
10/23/16,10:00,Minnesota,Philadelphia
10/23/16,10:00,Cleveland,Cincinnati
10/23/16,10:00,Washington,Detroit
10/23/16,10:00,Oakland,Jacksonville
10/23/16,10:00,Buffalo,Miami
10/23/16,10:00,Baltimore,NYJETS
10/23/16,13:05,Tampa Bay,San Francisco
10/23/16,13:05,San Diego,Atlanta
10/23/16,13:25,New England,Pittsburgh
10/23/16,17:30,Seattle,Arizona
10/24/16,17:30,Houston,Denver
10/27/16,17:25,Jacksonville,Tennessee
10/30/16,6:30,Washington,Cincinnati
10/30/16,10:00,Kansas City,Indianapolis
10/30/16,10:00,Oakland,Tampa Bay
10/30/16,10:00,Seattle,New Orleans
10/30/16,10:00,Detroit,Houston
10/30/16,10:00,NYJETS,Cleveland
10/30/16,10:00,Green Bay,Atlanta
10/30/16,10:00,New England,Buffalo
10/30/16,13:05,San Diego,Denver
10/30/16,13:25,Arizona,Carolina
10/30/16,17:30,Philadelphia,Dallas
10/31/16,17:30,Minnesota,Chicago
11/3/16,17:25,Atlanta,Tampa Bay
11/6/16,10:00,Pittsburgh,Baltimore
11/6/16,10:00,Dallas,Cleveland
11/6/16,10:00,Jacksonville,Kansas City
11/6/16,10:00,NYJETS,Miami
11/6/16,10:00,Philadelphia,NYGIANTS
11/6/16,10:00,Detroit,Minnesota
11/6/16,13:05,Carolina,Los Angeles
11/6/16,13:05,New Orleans,San Francisco
11/6/16,13:25,Tennessee,San Diego
11/6/16,13:25,Indianapolis,Green Bay
11/6/16,17:30,Denver,Oakland
11/7/16,17:30,Buffalo,Seattle
11/10/16,17:25,Cleveland,Baltimore
11/13/16,10:00,Green Bay,Tennessee
11/13/16,10:00,Minnesota,Washington
11/13/16,10:00,Chicago,Tampa Bay
11/13/16,10:00,Kansas City,Carolina
11/13/16,10:00,Atlanta,Philadelphia
11/13/16,10:00,Los Angeles,NYJETS
11/13/16,10:00,Denver,New Orleans
11/13/16,10:00,Houston,Jacksonville
11/13/16,13:05,Miami,San Diego
11/13/16,13:25,Dallas,Pittsburgh
11/13/16,13:25,San Francisco,Arizona
11/13/16,17:30,Seattle,New England
11/14/16,17:30,Cincinnati,NYGIANTS
11/17/16,17:25,New Orleans,Carolina
11/20/16,10:00,Pittsburgh,Cleveland
11/20/16,10:00,Baltimore,Dallas
11/20/16,10:00,Jacksonville,Detroit
11/20/16,10:00,Tennessee,Indianapolis
11/20/16,10:00,Buffalo,Cincinnati
11/20/16,10:00,Tampa Bay,Kansas City
11/20/16,10:00,Chicago,NYGIANTS
11/20/16,10:00,Arizona,Minnesota
11/20/16,13:05,Miami,Los Angeles
11/20/16,13:25,New England,San Francisco
11/20/16,13:25,Philadelphia,Seattle
11/20/16,17:30,Green Bay,Washington
11/21/16,17:30,Houston,Oakland
11/24/16,9:30,Minnesota,Detroit
11/24/16,13:30,Washington,Dallas
11/24/16,17:30,Pittsburgh,Indianapolis
11/27/16,10:00,Tennessee,Chicago
11/27/16,10:00,Jacksonville,Buffalo
11/27/16,10:00,Cincinnati,Baltimore
11/27/16,10:00,Arizona,Atlanta
11/27/16,10:00,NYGIANTS,Cleveland
11/27/16,10:00,Los Angeles,New Orleans
11/27/16,10:00,San Francisco,Miami
11/27/16,10:00,San Diego,Houston
11/27/16,13:05,Seattle,Tampa Bay
11/27/16,13:25,Carolina,Oakland
11/27/16,13:25,Kansas City,Denver
11/27/16,17:30,New England,NYJETS
11/28/16,17:30,Green Bay,Philadelphia
12/1/16,17:25,Dallas,Minnesota
12/4/16,10:00,Kansas City,Atlanta
12/4/16,10:00,Detroit,New Orleans
12/4/16,10:00,Los Angeles,New England
12/4/16,10:00,Denver,Jacksonville
12/4/16,10:00,Houston,Green Bay
12/4/16,10:00,Philadelphia,Cincinnati
12/4/16,10:00,Miami,Baltimore
12/4/16,10:00,San Francisco,Chicago
12/4/16,13:05,Buffalo,Oakland
12/4/16,13:25,NYGIANTS,Pittsburgh
12/4/16,13:25,Washington,Arizona
12/4/16,13:25,Tampa Bay,San Diego
12/4/16,17:30,Carolina,Seattle
12/5/16,17:30,Indianapolis,NYJETS
12/8/16,17:25,Oakland,Kansas City
12/11/16,10:00,Pittsburgh,Buffalo
12/11/16,10:00,Denver,Tennessee
12/11/16,10:00,New Orleans,Tampa Bay
12/11/16,10:00,Washington,Philadelphia
12/11/16,10:00,Arizona,Miami
12/11/16,10:00,San Diego,Carolina
12/11/16,10:00,Cincinnati,Cleveland
12/11/16,10:00,Chicago,Detroit
12/11/16,10:00,Houston,Indianapolis
12/11/16,10:00,Minnesota,Jacksonville
12/11/16,13:05,NYJETS,San Francisco
12/11/16,13:25,Atlanta,Los Angeles
12/11/16,13:25,Seattle,Green Bay
12/11/16,17:30,Dallas,NYGIANTS
12/12/16,17:30,Baltimore,New England
12/15/16,17:25,Los Angeles,Seattle
12/17/16,17:25,Miami,NYJETS
12/18/16,10:00,Green Bay,Chicago
12/18/16,10:00,Tampa Bay,Dallas
12/18/16,10:00,Jacksonville,Houston
12/18/16,10:00,Cleveland,Buffalo
12/18/16,10:00,Philadelphia,Baltimore
12/18/16,10:00,Tennessee,Kansas City
12/18/16,10:00,Detroit,NYGIANTS
12/18/16,10:00,Indianapolis,Minnesota
12/18/16,13:05,New Orleans,Arizona
12/18/16,13:05,San Francisco,Atlanta
12/18/16,13:25,New England,Denver
12/18/16,13:25,Oakland,San Diego
12/18/16,17:30,Pittsburgh,Cincinnati
12/19/16,17:30,Carolina,Washington
12/22/16,17:25,NYGIANTS,Philadelphia
12/24/16,10:00,Miami,Buffalo
12/24/16,10:00,Tampa Bay,New Orleans
12/24/16,10:00,NYJETS,New England
12/24/16,10:00,Tennessee,Jacksonville
12/24/16,10:00,Minnesota,Green Bay
12/24/16,10:00,San Diego,Cleveland
12/24/16,10:00,Washington,Chicago
12/24/16,10:00,Atlanta,Carolina
12/24/16,13:05,Indianapolis,Oakland
12/24/16,13:25,Arizona,Seattle
12/24/16,13:25,San Francisco,Los Angeles
12/24/16,17:25,Cincinnati,Houston
12/25/16,13:30,Baltimore,Pittsburgh
12/25/16,17:30,Denver,Kansas City
12/26/16,17:30,Detroit,Dallas
1/1/17,10:00,New Orleans,Atlanta
1/1/17,10:00,Baltimore,Cincinnati
1/1/17,10:00,NYGIANTS,Washington
1/1/17,10:00,Houston,Tennessee
1/1/17,10:00,Carolina,Tampa Bay
1/1/17,10:00,Green Bay,Detroit
1/1/17,10:00,Jacksonville,Indianapolis
1/1/17,10:00,New England,Miami
1/1/17,10:00,Chicago,Minnesota
1/1/17,10:00,Buffalo,NYJETS
1/1/17,10:00,Dallas,Philadelphia
1/1/17,10:00,Cleveland,Pittsburgh
1/1/17,13:25,Arizona,Los Angeles
1/1/17,13:25,Oakland,Denver
1/1/17,13:25,Kansas City,San Diego
1/1/17,13:25,Seattle,San Francisco